Cod_comp;Fecha;Demanda;Fotovoltaica
2022-12-14h17;2022-12-14;215.218;9.28122
2022-12-14h18;2022-12-14;187.165;0
2022-12-14h19;2022-12-14;154.197;0
2022-12-14h20;2022-12-14;128.885;0
2022-12-14h21;2022-12-14;103.452;0
2022-12-14h22;2022-12-14;96.893;0
2022-12-14h23;2022-12-14;92.116;0
2022-12-14h24;2022-12-14;87.867;0
2022-12-15h01;2022-12-15;87.608;0
2022-12-15h02;2022-12-15;88.754;0
2022-12-15h03;2022-12-15;87.592;0
2022-12-15h04;2022-12-15;89.154;0
2022-12-15h05;2022-12-15;86.975;0
2022-12-15h06;2022-12-15;90.62;0
2022-12-15h07;2022-12-15;91.508;0
2022-12-15h08;2022-12-15;169.368;0
2022-12-15h09;2022-12-15;249.842;15.2071
2022-12-15h10;2022-12-15;320.818;105.334
2022-12-15h11;2022-12-15;311.079;142.698
2022-12-15h12;2022-12-15;302.831;91.2757
2022-12-15h13;2022-12-15;305.895;244.742
2022-12-15h14;2022-12-15;292.897;177.956
2022-12-15h15;2022-12-15;260.473;33.409
2022-12-15h16;2022-12-15;226.303;84.1936
2022-12-15h17;2022-12-15;190.373;66.731
2022-12-15h18;2022-12-15;186.393;0
2022-12-15h19;2022-12-15;163.783;0
2022-12-15h20;2022-12-15;132.713;0
2022-12-15h21;2022-12-15;110.316;0
2022-12-15h22;2022-12-15;99.197;0
2022-12-15h23;2022-12-15;88.774;0
2022-12-15h24;2022-12-15;87.174;0
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
